news,news_category,views,poster,time,month,year,news_link
"Tanker Explosion Rocks Ota, Ogun, Houses And People Burnt ",Travel," / , / ,  / , (29528 Views) ",unitysheart,7:28am,Oct 17,2015,https://www.nairaland.com/2671008/tanker-explosion-rocks-ota-ogun
The Authority Newspaper: Ifeanyi Ubah Goes Into Publishing,Politics," / , / ,  / , (26854 Views) ",nani212,5:25pm,Oct 16,2015,https://www.nairaland.com/2670123/authority-newspaper-ifeanyi-ubah-goes
Another Nigerian Couple Who Met On Twitter Gets Engaged (photos),Romance," / , / ,  / , (35378 Views) ",thebestonearth,6:19am,Oct 16,2015,https://www.nairaland.com/2668812/another-nigerian-couple-met-twitter
Linda Ikeji's Mansion In Banana Island (Photo),Celebrities," / , / ,  / , (84366 Views) ",nairalandmaster,8:22am,Oct 16,2015,https://www.nairaland.com/2669016/linda-ikejis-mansion-banana-island
Peoples Democratic Party Changes Name??,Politics," / , / ,  / , (42223 Views) ",omenka,5:09am,Oct 16,2015,https://www.nairaland.com/2668748/peoples-democratic-party-changes-name
6 Mistakes You Will Likely Make Between Age 20-30 AS A Young Nigerian,Career," / , / ,  / , (79323 Views) ",Emasky4real,7:40am,Oct 16,2015,https://www.nairaland.com/2668937/6-mistakes-likely-make-age
Ogun Records 15 Rape Cases Weekly – Official,Crime," / , / ,  / , (37334 Views) ",DickDastardly,8:51pm,Oct 15,2015,https://www.nairaland.com/2668242/ogun-records-15-rape-cases
"FESTAC Robbery: Police Shifts Blame To Navy, Airforce",Crime," / , / ,  / , (28027 Views) ",geesilver,7:01am,Oct 16,2015,https://www.nairaland.com/2668876/festac-robbery-police-shifts-blame
See What A Nairalander Did When He Collected His NYSC Discharge Certificate,NYSC," / , / ,  / , (55895 Views) ",Goldencollins,7:03am,Oct 16,2015,https://www.nairaland.com/2668879/see-what-nairalander-did-when
Corruption At The IDP Camp ( Photo),Politics," / , / ,  / , (28569 Views) ",helinues,9:27am,Oct 16,2015,https://www.nairaland.com/2669146/corruption-idp-camp-photo
‘I Was 18 When I Started Driving A Truck’ – Female Driver (photo),Career," / , / ,  / , (44809 Views) ",iliyande,7:22am,Oct 16,2015,https://www.nairaland.com/2668909/18-when-started-driving-truck
PDP Officially Zones Presidency To North,Politics," / , / ,  / , (25263 Views) ",NgeneUkwenu,8:16pm,Oct 15,2015,https://www.nairaland.com/2668191/pdp-officially-zones-presidency-north
"Falae Identifies Kidnappers, 5 Docked",Crime," / , / ,  / , (38693 Views) ",passionate88,5:32am,Oct 16,2015,https://www.nairaland.com/2668765/falae-identifies-kidnappers-5-docked
Davido To Award Scholarship To A Little Boy On Twitter,Celebrities," / , / ,  / , (28212 Views) ",Katastrofy,9:31am,Oct 16,2015,https://www.nairaland.com/2669155/davido-award-scholarship-little-boy
Annie Idibia's Outfit To Chika Ike's African Diva Reality Show (pics),Celebrities," / , / ,  / , (35125 Views) ",henryanna36,8:54pm,Oct 15,2015,https://www.nairaland.com/2668250/annie-idibias-outfit-chika-ikes
EFCC Arrests Godswill Akpabio,Politics," / , / ,  / , (46296 Views) ",DickDastardly,7:26pm,Oct 16,2015,https://www.nairaland.com/2670314/efcc-arrests-godswill-akpabio
,"Single? Some Interesting Facts, Photos That Will Make Us Feel So Old."," / ,  / , (58185 Views) ",Explorers,6:01am,Oct 16,2015,https://www.nairaland.com/2668789/single-some-interesting-facts-photos
Islam for Muslims,Religion," / , / , / ,  / , (4947 Views) ",ademoladeji,10:25am,Oct 16,2015,https://www.nairaland.com/islam
Islam for Muslims,Religion," / , / , / ,  / , (73325 Views) ",Frizy,6:03am,Aug 15,2008,https://www.nairaland.com/islam
"‘APC Stockpiling Arms, Recruiting Cultists For Bayelsa Poll’",Politics," / , / ,  / , (11294 Views) ",DONSMITH123,10:32am,Oct 16,2015,https://www.nairaland.com/2669310/apc-stockpiling-arms-recruiting-cultists
,8 People Drown In River Niger," / ,  / , (18414 Views) ",ceometromedia,10:55am,Oct 16,2015,https://www.nairaland.com/2669368/8-people-drown-river-niger
Photos: See What Was Seen At The Lagos Airport!,Travel," / , / ,  / , (54658 Views) ",akksplendor,10:31am,Oct 16,2015,https://www.nairaland.com/2669306/photos-see-what-seen-lagos
Tonto Dikeh Fires Back At Fan Who Asked If She's 'Banging' Her Dogs,Celebrities," / , / ,  / , (43944 Views) ",adesegun121,11:40am,Oct 16,2015,https://www.nairaland.com/2669466/tonto-dikeh-fires-back-fan
The Evolution Of Blackberry Pictured In One Image.,Phones," / , / ,  / , (30596 Views) ",Techthins,7:44am,Oct 16,2015,https://www.nairaland.com/2668944/evolution-blackberry-pictured-one-image
How Much Should A Warehouse Manager Get Paid As Salary?,Career," / , / ,  / , (17076 Views) ",sinorte,3:42pm,Oct 15,2015,https://www.nairaland.com/2667747/how-much-should-warehouse-manager
Amaechi Splits Senate Panel,Politics," / , / ,  / , (38253 Views) ",SmithEnemona,6:51am,Oct 16,2015,https://www.nairaland.com/2668858/amaechi-splits-senate-panel
Reuben Abati: Who Would Ever Think Edwin Clark Would Publicly Disown Jonathan,Politics," / , / ,  / , (41095 Views) ",xremmy,8:57am,Oct 16,2015,https://www.nairaland.com/2669090/reuben-abati-ever-think-edwin
Can You Believe This Is Not Yemi Alade ?? ( Photo ),Celebrities," / , / ,  / , (45125 Views) ",Khd95,3:04pm,Oct 15,2015,https://www.nairaland.com/2667679/believe-not-yemi-alade-photo
What Amaechi Said About Wike's Ministerial Nomination 4years Ago..!!!,Politics," / , / ,  / , (58969 Views) ",CharlesPhc,2:44pm,Oct 15,2015,https://www.nairaland.com/2667635/what-amaechi-said-wikes-ministerial
Joke Of The Day; Find Out What Is Phonecation. Pix,Jokes Etc," / , / ,  / , (48104 Views) ",Acekidc4,1:37pm,May 17,2015,https://www.nairaland.com/2319502/joke-day-find-out-what
Fela's Bedroom Preserved Exactly How It Was Before His Death (Photo),Celebrities," / , / ,  / , (84238 Views) ",contactmorak,11:42am,Oct 15,2015,https://www.nairaland.com/2667248/felas-bedroom-preserved-exactly-how
How NTA And AIT Maltreated Buhari During The 2015 Presidential Campaigns— Shehu ,Politics," / , / ,  / , (33730 Views) ",Brytawon,3:09pm,Oct 15,2015,https://www.nairaland.com/2667686/how-nta-ait-maltreated-buhari
Majek Fashek Strips To perform At Felabration (Photos),Celebrities," / , / ,  / , (47354 Views) ",contactmorak,11:10am,Oct 16,2015,https://www.nairaland.com/2669398/majek-fashek-strips-perform-felabration
Oba Solomon Omisakin Is Dead,Culture," / , / ,  / , (28912 Views) ",MadCow1,11:06am,Oct 16,2015,https://www.nairaland.com/2669389/oba-solomon-omisakin-dead
Senate Suspends Screening of Ministerial Nominees,Politics," / , / ,  / , (34665 Views) ",midolian,10:25am,Oct 15,2015,https://www.nairaland.com/2667068/senate-suspends-screening-ministerial-nominees
Police Foil Port Harcourt Bank Robbery,Crime," / , / ,  / , (63775 Views) ",OboloMAN,5:02am,Oct 15,2015,https://www.nairaland.com/2666350/police-foil-port-harcourt-bank
Drop your Congratulatory Messages For Batch C 2014 Corpers Passing Out Today!,NYSC," / , / ,  / , (33569 Views) ",jazinogold,12:34am,Oct 15,2015,https://www.nairaland.com/2666151/drop-congratulatory-messages-batch-c
Going Back To My Parent's After POP,NYSC," / , / ,  / , (35824 Views) ",apprentist,7:03am,Oct 15,2015,https://www.nairaland.com/2666593/going-back-parents-after-pop
Uche Jombo-rodriguez New Hair Style (early Morning Photo),Celebrities," / , / ,  / , (27618 Views) ",vivianblog3,8:49am,Oct 15,2015,https://www.nairaland.com/2666827/uche-jombo-rodriguez-new-hair-style
African Fashion Day Parade In New York City (Photos),Culture," / , / ,  / , (16979 Views) ",emmalezy,3:28pm,Oct 15,2015,https://www.nairaland.com/2667717/african-fashion-day-parade-new
Why Private Schools Pay Peanuts,Career," / , / ,  / , (26103 Views) ",Emmysteve,3:08am,Oct 15,2015,https://www.nairaland.com/2666249/why-private-schools-pay-peanuts
Mercy Aigbe Shows Off New Blonde Look - Ladies Who Can Bet This? ,Celebrities," / , / ,  / , (30553 Views) ",olawalesam604,8:43am,Oct 15,2015,https://www.nairaland.com/2666816/mercy-aigbe-shows-off-new
Citibank Is Recruiting For Experienced Graduates,Jobs/Vacancies," / , / ,  / , (25596 Views) ",tutusaint,10:59am,Oct 15,2015,https://www.nairaland.com/2667143/citibank-recruiting-experienced-graduates
Photos Of Alamieyeseigha On Life Support Before His Death,Politics," / , / ,  / , (63528 Views) ",360frolic,12:24pm,Oct 15,2015,https://www.nairaland.com/2667344/photos-alamieyeseigha-life-support-before
Annie Idibia Shows Love To Tonto Dikeh,Celebrities," / , / ,  / , (41645 Views) ",Airforce1,11:18am,Oct 15,2015,https://www.nairaland.com/2667187/annie-idibia-shows-love-tonto
Caption This Funny Photo Of Osinbajo And Wife,Celebrities," / , / ,  / , (48254 Views) ",olillywales,10:32am,Oct 15,2015,https://www.nairaland.com/2667076/caption-funny-photo-osinbajo-wife
Ministerial Confirmation: No Court Injunction Stopping Amaechi’s Screening – APC,Politics," / , / ,  / , (24500 Views) ",kahal29,12:04pm,Oct 15,2015,https://www.nairaland.com/2667303/ministerial-confirmation-no-court-injunction
Ubi Franklin & Lilian Esoro Wed At The Registry Today (Photos),Celebrities," / , / ,  / , (37414 Views) ",emmalezy,12:11pm,Oct 15,2015,https://www.nairaland.com/2667318/ubi-franklin-lilian-esoro-wed
Ministerial Screening: Group Secures Court Order To Stop Amaechi - Daily Post,Politics," / , / ,  / , (33725 Views) ",Episteme2,9:25am,Oct 15,2015,https://www.nairaland.com/2666911/ministerial-screening-group-secures-court
How To Increase Your Chance Of Getting Desired Job After Graduation,Jobs/Vacancies," / , / ,  / , (24008 Views) ",adeememman,1:07pm,Oct 15,2015,https://www.nairaland.com/2667438/how-increase-chance-getting-desired
El-Rufai Sidelined In Selection Of Kaduna Ministerial Nominee - Sahara Reporters,Politics," / , / ,  / , (17752 Views) ",multikolour,1:38pm,Oct 15,2015,https://www.nairaland.com/2667485/el-rufai-sidelined-selection-kaduna-ministerial
Okechukwu Enelamah To Be Buhari's Finance Minister - TheNewsNigeria,Politics," / , / ,  / , (63710 Views) ",nuelsilva,2:30pm,Oct 15,2015,https://www.nairaland.com/2667601/okechukwu-enelamah-buharis-finance-minister
Governor El-rufai Visits VP Osinbajo In His Office At The Villa Again..photos,Politics," / , / ,  / , (39202 Views) ",dainformant,12:25pm,Oct 15,2015,https://www.nairaland.com/2667347/governor-el-rufai-visits-vp-osinbajo
Alamieyeseigha’s Tomb In Amassoma (Photos) - Sony Neme ,Politics," / , / ,  / , (79616 Views) ",domchido1,11:50am,Oct 15,2015,https://www.nairaland.com/2667269/alamieyeseighas-tomb-amassoma-photos-sony
Imo Assembly Workers Lock-out Corpse Of Ex-speaker Over Unpaid Salaries,Politics," / , / ,  / , (28163 Views) ",lalasticlala,2:51pm,Oct 15,2015,https://www.nairaland.com/2667649/imo-assembly-workers-lock-out-corpse
Wizkid Vs Chris Brown: Who Rocked The 'dashiki' Better,Celebrities," / , / ,  / , (54339 Views) ",ThePeacemaker,10:17pm,Oct 14,2015,https://www.nairaland.com/2665972/wizkid-vs-chris-brown-rocked
Villagers In Adamawa Repair Bridge Damaged By Boko Haram (Photo),Politics," / , / ,  / , (26098 Views) ",olokeded,1:44pm,Oct 15,2015,https://www.nairaland.com/2667498/villagers-adamawa-repair-bridge-damaged
Man Kills Bricklayer For Sleeping With His Wife,Crime," / , / ,  / , (67079 Views) ",zik4ever,9:50am,Oct 15,2015,https://www.nairaland.com/2666976/man-kills-bricklayer-sleeping-wife
When You Buy One Gala..(pics),Jokes Etc," / , / ,  / , (65566 Views) ",jimmyolasun,6:27pm,Oct 14,2015,https://www.nairaland.com/2665570/when-buy-one-gala-pics
Meet The Contestants Of Most Beautiful Girl In Abuja As Finals Hold 31st October,Fashion," / , / ,  / , (41813 Views) ",AlexReports,7:59pm,Oct 14,2015,https://www.nairaland.com/2665744/meet-contestants-most-beautiful-girl
"Game Of Thrones: Some Fascinating Facts, Behind The Scene Magics We Dont Know.",TV/Movies," / , / ,  / , (80552 Views) ",Explorers,8:38pm,Oct 12,2015,https://www.nairaland.com/2661159/game-thrones-some-fascinating-facts
"""Yvonne Said Nigerians Are Useless And silly"": Man Accused Of Assaulting Actress",Celebrities," / , / ,  / , (56286 Views) ",GurlFriend,5:16pm,Oct 15,2015,https://www.nairaland.com/2667922/yvonne-said-nigerians-useless-silly
Funmi Iyanda As A Corper 20 Years Ago (Photo),Celebrities," / , / ,  / , (46706 Views) ",kayo80,11:16am,Oct 15,2015,https://www.nairaland.com/2667179/funmi-iyanda-corper-20-years
"Buhari's Ministers Are Practical, Energetic And Of Good Reputation~The Economist",Politics," / , / ,  / , (17727 Views) ",NgeneUkwenu,10:28pm,Oct 14,2015,https://www.nairaland.com/2665995/buharis-ministers-practical-energetic-good
Former Footballer Rafiu Salami Is Dead (Photo),Sports," / , / ,  / , (18611 Views) ",olokeded,1:19pm,Oct 15,2015,https://www.nairaland.com/2667456/former-footballer-rafiu-salami-dead
Denrele Edun Supports #nobraday (photo),Celebrities," / , / ,  / , (77980 Views) ",lalasticlala,2:33pm,Oct 14,2015,https://www.nairaland.com/2665157/denrele-edun-supports-nobraday-photo
Chidinma And Banky W Record New Song In The Studio (Pics),Celebrities," / , / ,  / , (37688 Views) ",obiremy,2:17pm,Oct 15,2015,https://www.nairaland.com/2667569/chidinma-banky-w-record-new
"Salawa Abeni And Nigerian Big Sheff Perform At Felabration Day 3 (Photos, Video)",Celebrities," / , / ,  / , (57494 Views) ",akksplendor,4:53pm,Oct 15,2015,https://www.nairaland.com/2667882/salawa-abeni-nigerian-big-sheff
‘Mikel Rejected Eagles Vice Captainship’,Sports," / , / ,  / , (34326 Views) ",yhemsy62,2:09pm,Oct 14,2015,https://www.nairaland.com/2665105/mikel-rejected-eagles-vice-captainship
10 Questions Serious Job Seekers Must Ask Themselves Before Every Application,Jobs/Vacancies," / , / ,  / , (20315 Views) ",JAZES,1:32pm,Oct 14,2015,https://www.nairaland.com/2665019/10-questions-serious-job-seekers
Why Buhari Dropped Ahmed Ibeto From Ministerial List,Politics," / , / ,  / , (60029 Views) ",GOATandYAMtheory,12:21pm,Oct 14,2015,https://www.nairaland.com/2664837/why-buhari-dropped-ahmed-ibeto
Senate Will Improve On Tuesday’s Screening – Dino Melaye,Politics," / , / ,  / , (11072 Views) ",DONSMITH123,11:29am,Oct 14,2015,https://www.nairaland.com/2664716/senate-improve-tuesdays-screening-dino
Babatude Fashola During Ministerial Screening Today (Photo),Politics," / , / ,  / , (57207 Views) ",olillywales,12:10pm,Oct 14,2015,https://www.nairaland.com/2664808/babatude-fashola-during-ministerial-screening
Buhari Replaces Ibeto With Bawa,Politics," / , / ,  / , (18932 Views) ",DONSMITH123,12:17pm,Oct 14,2015,https://www.nairaland.com/2664825/buhari-replaces-ibeto-bawa
Photos Of Aliko Dangote And His Three Daughters,Business," / , / ,  / , (55906 Views) ",money121,12:37pm,Oct 14,2015,https://www.nairaland.com/2664893/photos-aliko-dangote-three-daughters
Lagos Arraigns Royal Father And 2 Others For Robbery And Rape,Crime," / , / ,  / , (22329 Views) ",dre11,1:09pm,Oct 14,2015,https://www.nairaland.com/2664972/lagos-arraigns-royal-father-2
Senate Committee On Ethics Aborts Amaechi’s Screening - The Nation,Politics," / , / ,  / , (47943 Views) ",olillywales,12:22pm,Oct 14,2015,https://www.nairaland.com/2664838/senate-committee-ethics-aborts-amaechis
"Ministerial Screening: Again, Fashola Clears Air On N78m Website",Politics," / , / ,  / , (34270 Views) ",Decapo,1:10pm,Oct 14,2015,https://www.nairaland.com/2664974/ministerial-screening-again-fashola-clears
Babatunde Raji Fashola Trends On Twitter Worldwide,Politics," / , / ,  / , (47803 Views) ",adioolayi,1:26pm,Oct 14,2015,https://www.nairaland.com/2665006/babatunde-raji-fashola-trends-twitter
7 New Busty And Talented Actresses Shaking Yoruba Movies Right Now,Celebrities," / , / ,  / , (57987 Views) ",contactmorak,8:52am,Oct 14,2015,https://www.nairaland.com/2664366/7-new-busty-talented-actresses
Nigeria: Senate Screens Buhari’s Ministers (day 2) – LIVE UPDATES,Politics," / , / ,  / , (106805 Views) ",midolian,10:16am,Oct 14,2015,https://www.nairaland.com/2664558/nigeria-senate-screens-buharis-ministers
The Billions My Father Left For Me – Charly Boy,Celebrities," / , / ,  / , (50790 Views) ",lalasticlala,2:43pm,Oct 14,2015,https://www.nairaland.com/2665176/billions-father-left-me-charly
The Sudden Uprise Of Baby Mamas In Nigeria,Family," / , / ,  / , (32520 Views) ",robosky02,11:24am,Oct 14,2015,https://www.nairaland.com/2664705/sudden-uprise-baby-mamas-nigeria
Ngozi Okonjo-Iweala Attends Her Son's Movie Premiere In Hollywood (Photos),Politics," / , / ,  / , (62094 Views) ",Vicky72,3:03pm,Oct 14,2015,https://www.nairaland.com/2665218/ngozi-okonjo-iweala-attends-sons-movie
The Trick I Used On My Girlfriend In Order To Know She's Been Cheating On Me,Romance," / , / ,  / , (112809 Views) ",Blessinzy,6:39am,Oct 14,2015,https://www.nairaland.com/2664113/trick-used-girlfriend-order-know
Charly Boy Meets With Governor Obiano In Anambra Government House (Photos),Celebrities," / , / ,  / , (28515 Views) ",londonrivals,3:42pm,Oct 14,2015,https://www.nairaland.com/2665289/charly-boy-meets-governor-obiano
Gunmen Attack Waripamowei Dudafa's Home (Ex-presidential Aide’s),Crime," / , / ,  / , (20693 Views) ",DONSMITH123,3:32pm,Oct 14,2015,https://www.nairaland.com/2665267/gunmen-attack-waripamowei-dudafas-home
My Job Interview Experience Today,Jobs/Vacancies," / , / ,  / , (39953 Views) ",chucksbadt,3:16pm,Oct 14,2015,https://www.nairaland.com/2665232/job-interview-experience-today
A Nairalander Sculpting A Life Size Human Head,"Art, Graphics & Video"," / , / ,  / , (35308 Views) ",Ryda,11:45pm,Oct 13,2015,https://www.nairaland.com/2663831/nairalander-sculpting-life-size-human
"#GloSlideBounce2015#, Korede Bello & Dija Digging It Out On Stage (Pics)",Celebrities," / , / ,  / , (30628 Views) ",chimere66,1:33pm,Oct 14,2015,https://www.nairaland.com/2665024/gloslidebounce2015-korede-bello-dija-digging
Fayose Addresses Protesting Drivers In Ekiti (Photos),Politics," / , / ,  / , (62131 Views) ",Mztarstrechy,1:58pm,Oct 14,2015,https://www.nairaland.com/2665083/fayose-addresses-protesting-drivers-ekiti
"Otedola, El-Rufai In Tanzania As Dangote Launches Cement Plant (Photos)",Investment," / , / ,  / , (31741 Views) ",Help4rmme2u,5:20pm,Oct 14,2015,https://www.nairaland.com/2665464/otedola-el-rufai-tanzania-dangote-launches
Who Was Your Best Ministerial Nominee For Today?,Politics," / , / ,  / , (32071 Views) ",themilanway,5:16pm,Oct 14,2015,https://www.nairaland.com/2665460/best-ministerial-nominee-today
